geo_codes,country,week,deaths,year,date,deaths_per_day,avg_deaths,excess_deaths,excess_deaths_prc
BG,Bulgaria,17,2064.0,2008,2008-04-28,294.85714285714283,2031.75,32.25,1.5873015873015872
CZ,Czechia,17,2043.0,2008,2008-04-28,291.85714285714283,2089.5,-46.5,-2.2254127781765973
DK,Denmark,17,1003.0,2008,2008-04-28,143.28571428571428,995.5,7.5,0.7533902561526872
DE,Germany,17,16340.0,2008,2008-04-28,2334.285714285714,17418.5,-1078.5,-6.191692740477079
EE,Estonia,17,312.0,2008,2008-04-28,44.57142857142857,281.0,31.0,11.032028469750891
ES,Spain,17,7322.0,2008,2008-04-28,1046.0,7654.25,-332.25,-4.340725740601627
HR,Croatia,17,993.0,2008,2008-04-28,141.85714285714286,1006.5,-13.5,-1.3412816691505216
LV,Latvia,17,582.0,2008,2008-04-28,83.14285714285714,538.0,44.0,8.178438661710038
LT,Lithuania,17,801.0,2008,2008-04-28,114.42857142857143,756.25,44.75,5.917355371900826
LU,Luxembourg,17,76.0,2008,2008-04-28,10.857142857142858,74.75,1.25,1.6722408026755853
HU,Hungary,17,2426.0,2008,2008-04-28,346.57142857142856,2396.5,29.5,1.2309618193198415
NL,Netherlands,17,2585.0,2008,2008-04-28,369.2857142857143,2784.75,-199.75,-7.172995780590717
AT,Austria,17,1375.0,2008,2008-04-28,196.42857142857142,1451.0,-76.0,-5.237767057201929
PL,Poland,17,7206.0,2008,2008-04-28,1029.4285714285713,7572.25,-366.25,-4.836739410346991
PT,Portugal,17,1935.0,2008,2008-04-28,276.42857142857144,2032.0,-97.0,-4.7736220472440944
SI,Slovenia,17,317.0,2008,2008-04-28,45.285714285714285,377.5,-60.5,-16.026490066225165
SK,Slovakia,17,1054.0,2008,2008-04-28,150.57142857142858,995.5,58.5,5.876443997990959
FI,Finland,17,941.0,2008,2008-04-28,134.42857142857142,1000.0,-59.0,-5.8999999999999995
SE,Sweden,17,1812.0,2008,2008-04-28,258.85714285714283,1678.25,133.75,7.969611202145091
NO,Norway,17,769.0,2008,2008-04-28,109.85714285714286,788.0,-19.0,-2.4111675126903553
CH,Switzerland,17,1156.0,2008,2008-04-28,165.14285714285714,1194.5,-38.5,-3.2231059020510675
BE,Belgium,18,2007.0,2008,2008-05-05,286.7142857142857,2014.0,-7.0,-0.3475670307845084
BG,Bulgaria,18,2064.0,2008,2008-05-05,294.85714285714283,1976.0,88.0,4.4534412955465585
CZ,Czechia,18,2043.0,2008,2008-05-05,291.85714285714283,2024.0,19.0,0.9387351778656126
DK,Denmark,18,1056.0,2008,2008-05-05,150.85714285714286,1044.5,11.5,1.1010052656773577
DE,Germany,18,15939.0,2008,2008-05-05,2277.0,16977.25,-1038.25,-6.11553696859032
EE,Estonia,18,314.0,2008,2008-05-05,44.857142857142854,295.5,18.5,6.260575296108291
ES,Spain,18,6981.0,2008,2008-05-05,997.2857142857143,7557.25,-576.25,-7.625128188163684
HR,Croatia,18,920.0,2008,2008-05-05,131.42857142857142,957.25,-37.25,-3.891355445285975
LV,Latvia,18,581.0,2008,2008-05-05,83.0,509.25,71.75,14.0893470790378
LT,Lithuania,18,847.0,2008,2008-05-05,121.0,740.5,106.5,14.382174206617151
LU,Luxembourg,18,71.0,2008,2008-05-05,10.142857142857142,74.5,-3.5,-4.697986577181208
HU,Hungary,18,2475.0,2008,2008-05-05,353.57142857142856,2342.0,133.0,5.6789069171648165
NL,Netherlands,18,2573.0,2008,2008-05-05,367.57142857142856,2743.5,-170.5,-6.214689265536723
AT,Austria,18,1392.0,2008,2008-05-05,198.85714285714286,1468.0,-76.0,-5.177111716621254
PL,Poland,18,7314.0,2008,2008-05-05,1044.857142857143,7410.5,-96.5,-1.302206328857702
PT,Portugal,18,1926.0,2008,2008-05-05,275.14285714285717,2014.5,-88.5,-4.393149664929263
SI,Slovenia,18,346.0,2008,2008-05-05,49.42857142857143,358.5,-12.5,-3.486750348675035
SK,Slovakia,18,967.0,2008,2008-05-05,138.14285714285714,979.0,-12.0,-1.2257405515832482
FI,Finland,18,992.0,2008,2008-05-05,141.71428571428572,1042.0,-50.0,-4.798464491362764
SE,Sweden,18,1695.0,2008,2008-05-05,242.14285714285714,1647.25,47.75,2.8987706784033995
NO,Norway,18,816.0,2008,2008-05-05,116.57142857142857,756.25,59.75,7.900826446280992
CH,Switzerland,18,1158.0,2008,2008-05-05,165.42857142857142,1216.0,-58.0,-4.769736842105264
BE,Belgium,19,1981.0,2008,2008-05-12,283.0,2022.0,-41.0,-2.0276953511374876
BG,Bulgaria,19,2070.0,2008,2008-05-12,295.7142857142857,2011.5,58.5,2.9082774049217
CZ,Czechia,19,1927.0,2008,2008-05-12,275.2857142857143,2031.5,-104.5,-5.143982279104111
DK,Denmark,19,1040.0,2008,2008-05-12,148.57142857142858,1022.75,17.25,1.6866291860180884
DE,Germany,19,16384.0,2008,2008-05-12,2340.5714285714284,17329.0,-945.0,-5.453286398522708
EE,Estonia,19,334.0,2008,2008-05-12,47.714285714285715,290.0,44.0,15.172413793103448
ES,Spain,19,7075.0,2008,2008-05-12,1010.7142857142857,7580.5,-505.5,-6.668425565595937
HR,Croatia,19,961.0,2008,2008-05-12,137.28571428571428,932.5,28.5,3.0563002680965146
LV,Latvia,19,562.0,2008,2008-05-12,80.28571428571429,548.25,13.75,2.5079799361605106
LT,Lithuania,19,855.0,2008,2008-05-12,122.14285714285714,754.5,100.5,13.320079522862823
LU,Luxembourg,19,62.0,2008,2008-05-12,8.857142857142858,71.0,-9.0,-12.676056338028168
HU,Hungary,19,2379.0,2008,2008-05-12,339.85714285714283,2288.25,90.75,3.965912815470338
NL,Netherlands,19,2719.0,2008,2008-05-12,388.42857142857144,2791.75,-72.75,-2.6058923614220473
AT,Austria,19,1395.0,2008,2008-05-12,199.28571428571428,1437.0,-42.0,-2.9227557411273484
PL,Poland,19,7202.0,2008,2008-05-12,1028.857142857143,7275.5,-73.5,-1.01023984605869
PT,Portugal,19,1752.0,2008,2008-05-12,250.28571428571428,1913.25,-161.25,-8.428067424539396
SI,Slovenia,19,349.0,2008,2008-05-12,49.857142857142854,360.25,-11.25,-3.1228313671061763
SK,Slovakia,19,971.0,2008,2008-05-12,138.71428571428572,953.5,17.5,1.8353434714210803
FI,Finland,19,919.0,2008,2008-05-12,131.28571428571428,986.75,-67.75,-6.865974157588041
SE,Sweden,19,1697.0,2008,2008-05-12,242.42857142857142,1631.25,65.75,4.030651340996169
NO,Norway,19,784.0,2008,2008-05-12,112.0,739.0,45.0,6.089309878213803
CH,Switzerland,19,1117.0,2008,2008-05-12,159.57142857142858,1204.75,-87.75,-7.283668810956629
BE,Belgium,20,2041.0,2008,2008-05-19,291.57142857142856,1982.5,58.5,2.9508196721311477
BG,Bulgaria,20,2164.0,2008,2008-05-19,309.14285714285717,1966.75,197.25,10.029236049319943
CZ,Czechia,20,2012.0,2008,2008-05-19,287.42857142857144,1981.25,30.75,1.55205047318612
DK,Denmark,20,1005.0,2008,2008-05-19,143.57142857142858,985.75,19.25,1.9528277960943443
DE,Germany,20,15899.0,2008,2008-05-19,2271.285714285714,16870.75,-971.75,-5.7599691774224615
EE,Estonia,20,311.0,2008,2008-05-19,44.42857142857143,298.25,12.75,4.274937133277452
ES,Spain,20,6527.0,2008,2008-05-19,932.4285714285714,7518.5,-991.5,-13.187470905100751
HR,Croatia,20,1017.0,2008,2008-05-19,145.28571428571428,945.0,72.0,7.6190476190476195
LV,Latvia,20,617.0,2008,2008-05-19,88.14285714285714,526.75,90.25,17.133364973896537
LT,Lithuania,20,857.0,2008,2008-05-19,122.42857142857143,729.5,127.5,17.477724468814255
LU,Luxembourg,20,61.0,2008,2008-05-19,8.714285714285714,73.0,-12.0,-16.43835616438356
HU,Hungary,20,2407.0,2008,2008-05-19,343.85714285714283,2266.5,140.5,6.198985219501433
NL,Netherlands,20,2557.0,2008,2008-05-19,365.2857142857143,2724.75,-167.75,-6.156528121846041
AT,Austria,20,1391.0,2008,2008-05-19,198.71428571428572,1463.5,-72.5,-4.953877690468056
PL,Poland,20,7326.0,2008,2008-05-19,1046.5714285714287,7142.25,183.75,2.5727186810878924
PT,Portugal,20,1781.0,2008,2008-05-19,254.42857142857142,1968.75,-187.75,-9.536507936507936
SI,Slovenia,20,307.0,2008,2008-05-19,43.857142857142854,361.75,-54.75,-15.134761575673808
SK,Slovakia,20,1043.0,2008,2008-05-19,149.0,951.5,91.5,9.616395165528113
FI,Finland,20,907.0,2008,2008-05-19,129.57142857142858,982.0,-75.0,-7.637474541751528
SE,Sweden,20,1651.0,2008,2008-05-19,235.85714285714286,1548.0,103.0,6.6537467700258395
NO,Norway,20,796.0,2008,2008-05-19,113.71428571428571,729.25,66.75,9.153239629756598
CH,Switzerland,20,1099.0,2008,2008-05-19,157.0,1179.5,-80.5,-6.824925816023739
BE,Belgium,21,1877.0,2008,2008-05-26,268.14285714285717,1975.25,-98.25,-4.9740539172256675
BG,Bulgaria,21,2140.0,2008,2008-05-26,305.7142857142857,1972.75,167.25,8.478012926118362
CZ,Czechia,21,1929.0,2008,2008-05-26,275.57142857142856,1985.0,-56.0,-2.8211586901763224
DK,Denmark,21,974.0,2008,2008-05-26,139.14285714285714,966.75,7.25,0.7499353504008276
DE,Germany,21,15203.0,2008,2008-05-26,2171.8571428571427,16582.5,-1379.5,-8.319011005578169
EE,Estonia,21,342.0,2008,2008-05-26,48.857142857142854,287.5,54.5,18.956521739130437
ES,Spain,21,6775.0,2008,2008-05-26,967.8571428571429,7483.25,-708.25,-9.464470651120836
HR,Croatia,21,946.0,2008,2008-05-26,135.14285714285714,944.75,1.25,0.13231013495633767
LV,Latvia,21,592.0,2008,2008-05-26,84.57142857142857,518.75,73.25,14.120481927710843
LT,Lithuania,21,807.0,2008,2008-05-26,115.28571428571429,770.0,37.0,4.805194805194805
LU,Luxembourg,21,65.0,2008,2008-05-26,9.285714285714286,80.0,-15.0,-18.75
HU,Hungary,21,2319.0,2008,2008-05-26,331.2857142857143,2276.25,42.75,1.8780889621087316
NL,Netherlands,21,2546.0,2008,2008-05-26,363.7142857142857,2758.0,-212.0,-7.686729514140682
AT,Austria,21,1386.0,2008,2008-05-26,198.0,1428.5,-42.5,-2.975148757437872
PL,Poland,21,6939.0,2008,2008-05-26,991.2857142857143,7305.75,-366.75,-5.0200184785956266
PT,Portugal,21,1754.0,2008,2008-05-26,250.57142857142858,1948.5,-194.5,-9.982037464716448
SI,Slovenia,21,322.0,2008,2008-05-26,46.0,362.5,-40.5,-11.172413793103448
SK,Slovakia,21,972.0,2008,2008-05-26,138.85714285714286,957.0,15.0,1.5673981191222568
FI,Finland,21,908.0,2008,2008-05-26,129.71428571428572,963.25,-55.25,-5.735790293277965
SE,Sweden,21,1635.0,2008,2008-05-26,233.57142857142858,1535.5,99.5,6.479973949853468
NO,Norway,21,741.0,2008,2008-05-26,105.85714285714286,720.25,20.75,2.8809441166261713
CH,Switzerland,21,1100.0,2008,2008-05-26,157.14285714285714,1226.75,-126.75,-10.332178520480946
BE,Belgium,22,1808.0,2008,2008-06-02,258.2857142857143,1938.0,-130.0,-6.707946336429309
BG,Bulgaria,22,1957.0,2008,2008-06-02,279.57142857142856,1982.75,-25.75,-1.2987012987012987
CZ,Czechia,22,1989.0,2008,2008-06-02,284.14285714285717,2040.75,-51.75,-2.535832414553473
DK,Denmark,22,1119.0,2008,2008-06-02,159.85714285714286,967.25,151.75,15.688808477642802
DE,Germany,22,15998.0,2008,2008-06-02,2285.4285714285716,16802.0,-804.0,-4.785144625639805
EE,Estonia,22,319.0,2008,2008-06-02,45.57142857142857,271.75,47.25,17.387304507819685
ES,Spain,22,6440.0,2008,2008-06-02,920.0,7317.75,-877.75,-11.994807147005568
HR,Croatia,22,1011.0,2008,2008-06-02,144.42857142857142,947.5,63.5,6.701846965699208
LV,Latvia,22,601.0,2008,2008-06-02,85.85714285714286,523.75,77.25,14.749403341288783
LT,Lithuania,22,822.0,2008,2008-06-02,117.42857142857143,743.0,79.0,10.632570659488561
LU,Luxembourg,22,90.0,2008,2008-06-02,12.857142857142858,67.25,22.75,33.82899628252788
HU,Hungary,22,2431.0,2008,2008-06-02,347.2857142857143,2314.0,117.0,5.056179775280898
NL,Netherlands,22,2455.0,2008,2008-06-02,350.7142857142857,2722.25,-267.25,-9.817246762788134
AT,Austria,22,1383.0,2008,2008-06-02,197.57142857142858,1442.25,-59.25,-4.108164326573062
PL,Poland,22,7058.0,2008,2008-06-02,1008.2857142857143,7294.25,-236.25,-3.2388525208211947
PT,Portugal,22,1750.0,2008,2008-06-02,250.0,1907.25,-157.25,-8.244855157949928
SI,Slovenia,22,388.0,2008,2008-06-02,55.42857142857143,353.75,34.25,9.681978798586572
SK,Slovakia,22,1077.0,2008,2008-06-02,153.85714285714286,960.5,116.5,12.129099427381572
FI,Finland,22,871.0,2008,2008-06-02,124.42857142857143,951.25,-80.25,-8.436268068331144
SE,Sweden,22,1684.0,2008,2008-06-02,240.57142857142858,1545.75,138.25,8.943878376192787
NO,Norway,22,792.0,2008,2008-06-02,113.14285714285714,714.0,78.0,10.92436974789916
CH,Switzerland,22,1108.0,2008,2008-06-02,158.28571428571428,1170.0,-62.0,-5.299145299145299
BE,Belgium,23,1778.0,2008,2008-06-09,254.0,1862.0,-84.0,-4.511278195488721
BG,Bulgaria,23,1812.0,2008,2008-06-09,258.85714285714283,1906.25,-94.25,-4.944262295081967
CZ,Czechia,23,1910.0,2008,2008-06-09,272.85714285714283,1946.75,-36.75,-1.8877616540387825
DK,Denmark,23,1020.0,2008,2008-06-09,145.71428571428572,974.5,45.5,4.669061056952283
DE,Germany,23,15195.0,2008,2008-06-09,2170.714285714286,16462.5,-1267.5,-7.699316628701594
EE,Estonia,23,311.0,2008,2008-06-09,44.42857142857143,277.25,33.75,12.173128944995492
ES,Spain,23,6556.0,2008,2008-06-09,936.5714285714286,7315.0,-759.0,-10.37593984962406
HR,Croatia,23,917.0,2008,2008-06-09,131.0,937.5,-20.5,-2.1866666666666665
LV,Latvia,23,602.0,2008,2008-06-09,86.0,498.25,103.75,20.822880080280985
LT,Lithuania,23,851.0,2008,2008-06-09,121.57142857142857,715.0,136.0,19.02097902097902
LU,Luxembourg,23,70.0,2008,2008-06-09,10.0,74.5,-4.5,-6.0402684563758395
HU,Hungary,23,2347.0,2008,2008-06-09,335.2857142857143,2219.25,127.75,5.756449250873043
NL,Netherlands,23,2391.0,2008,2008-06-09,341.57142857142856,2656.0,-265.0,-9.977409638554217
AT,Austria,23,1334.0,2008,2008-06-09,190.57142857142858,1407.5,-73.5,-5.22202486678508
PL,Poland,23,7138.0,2008,2008-06-09,1019.7142857142857,7161.5,-23.5,-0.32814354534664525
PT,Portugal,23,1858.0,2008,2008-06-09,265.42857142857144,1887.5,-29.5,-1.5629139072847682
SI,Slovenia,23,330.0,2008,2008-06-09,47.142857142857146,342.0,-12.0,-3.508771929824561
SK,Slovakia,23,994.0,2008,2008-06-09,142.0,898.5,95.5,10.628825820812466
FI,Finland,23,926.0,2008,2008-06-09,132.28571428571428,980.0,-54.0,-5.510204081632653
SE,Sweden,23,1660.0,2008,2008-06-09,237.14285714285714,1517.0,143.0,9.426499670402109
NO,Norway,23,791.0,2008,2008-06-09,113.0,703.75,87.25,12.397868561278862
CH,Switzerland,23,1059.0,2008,2008-06-09,151.28571428571428,1160.25,-101.25,-8.726567550096961
BE,Belgium,24,1836.0,2008,2008-06-16,262.2857142857143,1825.0,11.0,0.6027397260273972
BG,Bulgaria,24,1890.0,2008,2008-06-16,270.0,1923.0,-33.0,-1.71606864274571
CZ,Czechia,24,1861.0,2008,2008-06-16,265.85714285714283,1975.25,-114.25,-5.78407796481458
DK,Denmark,24,1000.0,2008,2008-06-16,142.85714285714286,963.25,36.75,3.815208928107968
DE,Germany,24,14587.0,2008,2008-06-16,2083.8571428571427,15967.5,-1380.5,-8.645686550806325
EE,Estonia,24,301.0,2008,2008-06-16,43.0,269.25,31.75,11.792014856081709
ES,Spain,24,6771.0,2008,2008-06-16,967.2857142857143,7282.25,-511.25,-7.020495039307906
HR,Croatia,24,875.0,2008,2008-06-16,125.0,926.0,-51.0,-5.50755939524838
LV,Latvia,24,573.0,2008,2008-06-16,81.85714285714286,486.0,87.0,17.901234567901234
LT,Lithuania,24,793.0,2008,2008-06-16,113.28571428571429,704.5,88.5,12.562100780695529
LU,Luxembourg,24,64.0,2008,2008-06-16,9.142857142857142,77.0,-13.0,-16.883116883116884
HU,Hungary,24,2300.0,2008,2008-06-16,328.57142857142856,2290.5,9.5,0.41475660336171144
NL,Netherlands,24,2467.0,2008,2008-06-16,352.42857142857144,2616.75,-149.75,-5.722747683194802
AT,Austria,24,1332.0,2008,2008-06-16,190.28571428571428,1429.75,-97.75,-6.836859590837559
PL,Poland,24,6820.0,2008,2008-06-16,974.2857142857143,7223.75,-403.75,-5.589202284132202
PT,Portugal,24,1928.0,2008,2008-06-16,275.42857142857144,1892.25,35.75,1.8892852424362534
SI,Slovenia,24,317.0,2008,2008-06-16,45.285714285714285,343.25,-26.25,-7.64748725418791
SK,Slovakia,24,875.0,2008,2008-06-16,125.0,964.25,-89.25,-9.25589836660617
FI,Finland,24,900.0,2008,2008-06-16,128.57142857142858,955.75,-55.75,-5.833115354433691
SE,Sweden,24,1630.0,2008,2008-06-16,232.85714285714286,1504.0,126.0,8.377659574468085
NO,Norway,24,752.0,2008,2008-06-16,107.42857142857143,717.25,34.75,4.844893691181596
CH,Switzerland,24,1055.0,2008,2008-06-16,150.71428571428572,1130.75,-75.75,-6.699093521998674
BE,Belgium,25,1853.0,2008,2008-06-23,264.7142857142857,1928.25,-75.25,-3.902502268896668
BG,Bulgaria,25,2002.0,2008,2008-06-23,286.0,1976.0,26.0,1.3157894736842104
CZ,Czechia,25,2010.0,2008,2008-06-23,287.14285714285717,1994.75,15.25,0.7645068304298784
DK,Denmark,25,975.0,2008,2008-06-23,139.28571428571428,984.0,-9.0,-0.9146341463414633
DE,Germany,25,15232.0,2008,2008-06-23,2176.0,16552.75,-1320.75,-7.9790367159535425
EE,Estonia,25,322.0,2008,2008-06-23,46.0,268.75,53.25,19.813953488372093
ES,Spain,25,7015.0,2008,2008-06-23,1002.1428571428571,7570.25,-555.25,-7.334632277665863
HR,Croatia,25,951.0,2008,2008-06-23,135.85714285714286,933.25,17.75,1.9019555317439059
LV,Latvia,25,547.0,2008,2008-06-23,78.14285714285714,524.25,22.75,4.339532665712923
LT,Lithuania,25,754.0,2008,2008-06-23,107.71428571428571,701.25,52.75,7.522281639928699
LU,Luxembourg,25,55.0,2008,2008-06-23,7.857142857142857,64.25,-9.25,-14.396887159533073
HU,Hungary,25,2447.0,2008,2008-06-23,349.57142857142856,2295.75,151.25,6.588260916911684
NL,Netherlands,25,2393.0,2008,2008-06-23,341.85714285714283,2629.25,-236.25,-8.985452125130742
AT,Austria,25,1291.0,2008,2008-06-23,184.42857142857142,1439.0,-148.0,-10.284920083391244
PL,Poland,25,6656.0,2008,2008-06-23,950.8571428571429,7267.25,-611.25,-8.411022050982146
PT,Portugal,25,1818.0,2008,2008-06-23,259.7142857142857,2018.75,-200.75,-9.944272445820433
SI,Slovenia,25,354.0,2008,2008-06-23,50.57142857142857,351.0,3.0,0.8547008547008548
SK,Slovakia,25,997.0,2008,2008-06-23,142.42857142857142,966.5,30.5,3.1557165028453182
FI,Finland,25,930.0,2008,2008-06-23,132.85714285714286,962.0,-32.0,-3.3264033264033266
SE,Sweden,25,1646.0,2008,2008-06-23,235.14285714285714,1522.5,123.5,8.111658456486042
NO,Norway,25,769.0,2008,2008-06-23,109.85714285714286,727.75,41.25,5.668155273102027
CH,Switzerland,25,1064.0,2008,2008-06-23,152.0,1192.5,-128.5,-10.775681341719077
BE,Belgium,26,1903.0,2008,2008-06-30,271.85714285714283,1899.25,3.75,0.1974463604054232
BG,Bulgaria,26,2122.0,2008,2008-06-30,303.14285714285717,1989.5,132.5,6.6599648152802216
CZ,Czechia,26,2024.0,2008,2008-06-30,289.14285714285717,1979.0,45.0,2.2738756947953513
DK,Denmark,26,963.0,2008,2008-06-30,137.57142857142858,938.0,25.0,2.6652452025586353
DE,Germany,26,15094.0,2008,2008-06-30,2156.285714285714,16565.5,-1471.5,-8.882919320274063
EE,Estonia,26,301.0,2008,2008-06-30,43.0,268.75,32.25,12.0
ES,Spain,26,7283.0,2008,2008-06-30,1040.4285714285713,7437.5,-154.5,-2.077310924369748
HR,Croatia,26,1136.0,2008,2008-06-30,162.28571428571428,920.75,215.25,23.3776812381211
LV,Latvia,26,529.0,2008,2008-06-30,75.57142857142857,493.75,35.25,7.139240506329115
LT,Lithuania,26,781.0,2008,2008-06-30,111.57142857142857,738.5,42.5,5.754908598510494
LU,Luxembourg,26,52.0,2008,2008-06-30,7.428571428571429,72.5,-20.5,-28.27586206896552
HU,Hungary,26,2454.0,2008,2008-06-30,350.57142857142856,2206.5,247.5,11.216859279401767
NL,Netherlands,26,2517.0,2008,2008-06-30,359.57142857142856,2688.75,-171.75,-6.387726638772665
AT,Austria,26,1377.0,2008,2008-06-30,196.71428571428572,1407.5,-30.5,-2.16696269982238
PL,Poland,26,6784.0,2008,2008-06-30,969.1428571428571,7060.25,-276.25,-3.9127509649091743
PT,Portugal,26,1814.0,2008,2008-06-30,259.14285714285717,1883.0,-69.0,-3.664365374402549
SI,Slovenia,26,368.0,2008,2008-06-30,52.57142857142857,329.0,39.0,11.854103343465045
SK,Slovakia,26,965.0,2008,2008-06-30,137.85714285714286,930.5,34.5,3.707684040838259
FI,Finland,26,812.0,2008,2008-06-30,116.0,957.75,-145.75,-15.217958757504569
SE,Sweden,26,1631.0,2008,2008-06-30,233.0,1568.25,62.75,4.001275306870715
NO,Norway,26,729.0,2008,2008-06-30,104.14285714285714,729.75,-0.75,-0.10277492291880781
CH,Switzerland,26,1186.0,2008,2008-06-30,169.42857142857142,1190.5,-4.5,-0.37799244015119693
BE,Belgium,27,1886.0,2008,2008-07-07,269.42857142857144,1953.75,-67.75,-3.4676903390914906
BG,Bulgaria,27,1901.0,2008,2008-07-07,271.57142857142856,1916.25,-15.25,-0.7958251793868233
CZ,Czechia,27,2010.0,2008,2008-07-07,287.14285714285717,1966.0,44.0,2.238046795523906
DK,Denmark,27,1009.0,2008,2008-07-07,144.14285714285714,942.75,66.25,7.027313709891275
DE,Germany,27,15380.0,2008,2008-07-07,2197.1428571428573,16456.75,-1076.75,-6.5429079253193985
EE,Estonia,27,299.0,2008,2008-07-07,42.714285714285715,258.5,40.5,15.667311411992262
ES,Spain,27,7127.0,2008,2008-07-07,1018.1428571428571,7504.0,-377.0,-5.023987206823028
HR,Croatia,27,1003.0,2008,2008-07-07,143.28571428571428,940.5,62.5,6.645401382243488
LV,Latvia,27,565.0,2008,2008-07-07,80.71428571428571,474.0,91.0,19.198312236286917
LT,Lithuania,27,805.0,2008,2008-07-07,115.0,664.0,141.0,21.234939759036145
LU,Luxembourg,27,50.0,2008,2008-07-07,7.142857142857143,72.25,-22.25,-30.79584775086505
HU,Hungary,27,2322.0,2008,2008-07-07,331.7142857142857,2178.0,144.0,6.6115702479338845
NL,Netherlands,27,2511.0,2008,2008-07-07,358.7142857142857,2710.25,-199.25,-7.351720321003598
AT,Austria,27,1349.0,2008,2008-07-07,192.71428571428572,1422.5,-73.5,-5.166959578207382
PL,Poland,27,6837.0,2008,2008-07-07,976.7142857142857,6932.25,-95.25,-1.3740127664178297
PT,Portugal,27,1651.0,2008,2008-07-07,235.85714285714286,1839.0,-188.0,-10.22294725394236
SI,Slovenia,27,366.0,2008,2008-07-07,52.285714285714285,346.75,19.25,5.5515501081470795
SK,Slovakia,27,1010.0,2008,2008-07-07,144.28571428571428,920.0,90.0,9.782608695652174
FI,Finland,27,914.0,2008,2008-07-07,130.57142857142858,927.75,-13.75,-1.4820803018054434
SE,Sweden,27,1653.0,2008,2008-07-07,236.14285714285714,1555.75,97.25,6.251004338743371
NO,Norway,27,754.0,2008,2008-07-07,107.71428571428571,756.25,-2.25,-0.2975206611570248
CH,Switzerland,27,1146.0,2008,2008-07-07,163.71428571428572,1165.0,-19.0,-1.6309012875536482
BE,Belgium,28,1792.0,2008,2008-07-14,256.0,1850.25,-58.25,-3.148223213079314
BG,Bulgaria,28,1855.0,2008,2008-07-14,265.0,1918.75,-63.75,-3.322475570032573
CZ,Czechia,28,1833.0,2008,2008-07-14,261.85714285714283,1950.25,-117.25,-6.012049737213178
DK,Denmark,28,940.0,2008,2008-07-14,134.28571428571428,940.75,-0.75,-0.07972362476747276
DE,Germany,28,14683.0,2008,2008-07-14,2097.5714285714284,16041.0,-1358.0,-8.465806371173867
EE,Estonia,28,305.0,2008,2008-07-14,43.57142857142857,269.25,35.75,13.27762302692665
ES,Spain,28,6754.0,2008,2008-07-14,964.8571428571429,7366.5,-612.5,-8.314667752664088
HR,Croatia,28,927.0,2008,2008-07-14,132.42857142857142,934.25,-7.25,-0.776023548300776
LV,Latvia,28,577.0,2008,2008-07-14,82.42857142857143,512.5,64.5,12.585365853658537
LT,Lithuania,28,796.0,2008,2008-07-14,113.71428571428571,687.0,109.0,15.866084425036389
LU,Luxembourg,28,63.0,2008,2008-07-14,9.0,78.5,-15.5,-19.745222929936308
HU,Hungary,28,2264.0,2008,2008-07-14,323.42857142857144,2228.5,35.5,1.5929997756338343
NL,Netherlands,28,2347.0,2008,2008-07-14,335.2857142857143,2644.75,-297.75,-11.258152944512714
AT,Austria,28,1311.0,2008,2008-07-14,187.28571428571428,1352.75,-41.75,-3.086305673627795
PL,Poland,28,6719.0,2008,2008-07-14,959.8571428571429,6990.0,-271.0,-3.876967095851216
PT,Portugal,28,1705.0,2008,2008-07-14,243.57142857142858,1852.25,-147.25,-7.949790794979079
SI,Slovenia,28,336.0,2008,2008-07-14,48.0,335.75,0.25,0.07446016381236038
SK,Slovakia,28,966.0,2008,2008-07-14,138.0,926.0,40.0,4.319654427645788
FI,Finland,28,863.0,2008,2008-07-14,123.28571428571429,956.5,-93.5,-9.775222164140095
SE,Sweden,28,1704.0,2008,2008-07-14,243.42857142857142,1568.25,135.75,8.656145384983262
NO,Norway,28,778.0,2008,2008-07-14,111.14285714285714,725.25,52.75,7.273354015856601
CH,Switzerland,28,1083.0,2008,2008-07-14,154.71428571428572,1138.5,-55.5,-4.874835309617918
BE,Belgium,29,1711.0,2008,2008-07-21,244.42857142857142,1931.75,-220.75,-11.42746214572279
BG,Bulgaria,29,1826.0,2008,2008-07-21,260.85714285714283,1866.25,-40.25,-2.156731413261889
CZ,Czechia,29,1753.0,2008,2008-07-21,250.42857142857142,2006.5,-253.5,-12.633939695988039
DK,Denmark,29,986.0,2008,2008-07-21,140.85714285714286,968.25,17.75,1.8332042344435837
DE,Germany,29,14525.0,2008,2008-07-21,2075.0,16783.0,-2258.0,-13.454090448668296
EE,Estonia,29,281.0,2008,2008-07-21,40.142857142857146,278.5,2.5,0.8976660682226212
ES,Spain,29,6645.0,2008,2008-07-21,949.2857142857143,7280.75,-635.75,-8.731930089619889
HR,Croatia,29,832.0,2008,2008-07-21,118.85714285714286,931.75,-99.75,-10.705661389857795
LV,Latvia,29,540.0,2008,2008-07-21,77.14285714285714,532.0,8.0,1.5037593984962405
LT,Lithuania,29,780.0,2008,2008-07-21,111.42857142857143,708.5,71.5,10.091743119266056
LU,Luxembourg,29,65.0,2008,2008-07-21,9.285714285714286,73.0,-8.0,-10.95890410958904
HU,Hungary,29,2219.0,2008,2008-07-21,317.0,2259.5,-40.5,-1.7924319539721179
NL,Netherlands,29,2416.0,2008,2008-07-21,345.14285714285717,2679.25,-263.25,-9.825510870579453
AT,Austria,29,1307.0,2008,2008-07-21,186.71428571428572,1468.5,-161.5,-10.997616615594143
