country,year,deaths,avg_deaths,excess_deaths,excess_deaths_prc
Belgium,2007,99713.57142857143,107144.82142857142,-7431.249999999985,-6.935706178720044
Belgium,2008,102065.71428571429,107144.82142857142,-5079.10714285713,-4.7404130924266275
Belgium,2009,103148.42857142857,107144.82142857142,-3996.392857142855,-3.729898285198103
Belgium,2010,103797.71428571429,107144.82142857142,-3347.1071428571304,-3.1239093949944134
Belgium,2011,101929.57142857142,107144.82142857142,-5215.25,-4.8674774295804575
Belgium,2012,106486.71428571429,107144.82142857142,-658.1071428571304,-0.6142220725953241
Belgium,2013,107115.85714285714,107144.82142857142,-28.96428571427532,-0.02703283773129856
Belgium,2014,102370.57142857143,107144.82142857142,-4774.249999999985,-4.455884975442103
Belgium,2015,109415.57142857142,107144.82142857142,2270.75,2.1193278123234407
Belgium,2016,106312.57142857143,107144.82142857142,-832.2499999999854,-0.776752426205506
Belgium,2017,107263.71428571429,107144.82142857142,118.89285714286962,0.11096463231508587
Belgium,2018,108411.57142857142,107144.82142857142,1266.75,1.182278324897377
Belgium,2019,106591.42857142857,107144.82142857142,-553.3928571428551,-0.5164905310069297
Belgium,2020,124869.42857142858,107144.82142857142,17724.60714285716,16.542663384504635
Belgium,2021,110976.0,107144.82142857142,3831.1785714285797,3.575701112146285
Belgium,2022,113906.14285714286,107144.82142857142,6761.321428571435,6.310450975065464
Belgium,2023,43427.71428571428,107144.82142857142,-63717.10714285714,-59.46820974948792
Bulgaria,2000,112189.42857142857,106253.60714285714,5935.82142857142,5.586465804018074
Bulgaria,2001,109758.71428571429,106253.60714285714,3505.107142857145,3.298812376453776
Bulgaria,2002,110053.71428571429,106253.60714285714,3800.107142857145,3.5764500095963143
Bulgaria,2003,109450.42857142858,106253.60714285714,3196.821428571435,3.0086709661285505
Bulgaria,2004,109055.85714285714,106253.60714285714,2802.25,2.6373222287243356
Bulgaria,2005,111492.0,106253.60714285714,5238.392857142855,4.930084726535332
Bulgaria,2006,111082.57142857142,106253.60714285714,4828.964285714275,4.544753270561225
Bulgaria,2007,110374.14285714286,106253.60714285714,4120.53571428571,3.878019603368083
Bulgaria,2008,108119.85714285714,106253.60714285714,1866.25,1.75641095882123
Bulgaria,2009,106642.28571428571,106253.60714285714,388.6785714285652,0.3658027072022034
Bulgaria,2010,108890.71428571429,106253.60714285714,2637.107142857145,2.481898933851323
Bulgaria,2011,105970.71428571429,106253.60714285714,-282.89285714285506,-0.2662430620002461
Bulgaria,2012,106779.71428571429,106253.60714285714,526.1071428571449,0.49514285397369895
Bulgaria,2013,102040.85714285714,106253.60714285714,-4212.75,-3.9648065729533215
Bulgaria,2014,106616.85714285714,106253.60714285714,363.25,0.34187074657297345
Bulgaria,2015,109045.14285714286,106253.60714285714,2791.53571428571,2.627238537447968
Bulgaria,2016,105508.14285714286,106253.60714285714,-745.4642857142899,-0.701589626705114
Bulgaria,2017,107389.71428571429,106253.60714285714,1136.107142857145,1.0692410106413213
Bulgaria,2018,106118.71428571429,106253.60714285714,-134.89285714285506,-0.1269536731694131
Bulgaria,2019,105997.85714285714,106253.60714285714,-255.75,-0.2406977107667941
Bulgaria,2020,121556.57142857142,106253.60714285714,15302.964285714275,14.40230096390004
Bulgaria,2021,147443.57142857142,106253.60714285714,41189.964285714275,38.76570913054715
Bulgaria,2022,116349.85714285714,106253.60714285714,10096.25,9.502030351238496
Bulgaria,2023,32756.285714285717,106253.60714285714,-73497.32142857142,-69.17160123303377
Croatia,2000,48992.142857142855,51319.21428571428,-2327.0714285714275,-4.534503228392594
Croatia,2001,48405.142857142855,51319.21428571428,-2914.0714285714275,-5.678324325753788
Croatia,2002,49409.71428571429,51319.21428571428,-1909.4999999999927,-3.7208285952490505
Croatia,2003,51470.42857142857,51319.21428571428,151.21428571428987,0.29465432746577214
Croatia,2004,49178.857142857145,51319.21428571428,-2140.3571428571377,-4.170674030473121
Croatia,2005,50950.142857142855,51319.21428571428,-369.07142857142753,-0.7191681199884735
Croatia,2006,49311.0,51319.21428571428,-2008.2142857142826,-3.9131820579593497
Croatia,2007,51261.28571428571,51319.21428571428,-57.92857142857247,-0.11287891335604106
Croatia,2008,51004.0,51319.21428571428,-315.2142857142826,-0.614222743082855
Croatia,2009,51776.57142857143,51319.21428571428,457.35714285714494,0.8912005945976834
Croatia,2010,51546.0,51319.21428571428,226.7857142857174,0.44191189877364845
Croatia,2011,49940.71428571428,51319.21428571428,-1378.5,-2.686128420293708
Croatia,2012,50594.71428571428,51319.21428571428,-724.5,-1.4117519336255289
Croatia,2013,49324.57142857143,51319.21428571428,-1994.642857142855,-3.8867369364579365
Croatia,2014,49696.57142857143,51319.21428571428,-1622.642857142855,-3.1618622376191556
Croatia,2015,53651.28571428571,51319.21428571428,2332.0714285714275,4.544246167893115
Croatia,2016,50604.28571428571,51319.21428571428,-714.9285714285725,-1.393101163724533
Croatia,2017,52332.142857142855,51319.21428571428,1012.9285714285725,1.9737803579555995
Croatia,2018,51607.142857142855,51319.21428571428,287.92857142857247,0.5610541303800185
Croatia,2019,50733.28571428571,51319.21428571428,-585.9285714285725,-1.1417333246110848
Croatia,2020,55695.57142857143,51319.21428571428,4376.357142857145,8.527716575106238
Croatia,2021,62121.71428571428,51319.21428571428,10802.5,21.049620790876155
Croatia,2022,55840.42857142857,51319.21428571428,4521.21428571429,8.809983450921342
Croatia,2023,16875.0,51319.21428571428,-34444.21428571428,-67.11757918574078
Cyprus,2015,5817.428571428572,5774.892857142857,42.535714285714675,0.7365628304792365
Cyprus,2016,5369.428571428572,5774.892857142857,-405.4642857142853,-7.02115685510553
Cyprus,2017,5912.142857142857,5774.892857142857,137.25,2.3766674706395294
Cyprus,2018,5699.428571428572,5774.892857142857,-75.46428571428532,-1.3067651224203227
Cyprus,2019,6118.571428571428,5774.892857142857,343.67857142857156,5.95125450688634
Cyprus,2020,6420.142857142857,5774.892857142857,645.25,11.17336747125797
Cyprus,2021,7121.142857142857,5774.892857142857,1346.25,23.312120818568065
Cyprus,2022,7212.714285714286,5774.892857142857,1437.8214285714294,24.897802680321853
Cyprus,2023,2484.5714285714284,5774.892857142857,-3290.3214285714284,-56.976319906986525
Czechia,2005,105797.71428571429,108963.25,-3165.53571428571,-2.9051406912750033
Czechia,2006,102374.28571428571,108963.25,-6588.96428571429,-6.046960131708892
Czechia,2007,102318.28571428571,108963.25,-6644.96428571429,-6.098353606114254
Czechia,2008,102779.0,108963.25,-6184.25,-5.675537394488509
Czechia,2009,106054.71428571429,108963.25,-2908.53571428571,-2.6692813533789694
Czechia,2010,105700.14285714286,108963.25,-3263.107142857145,-2.9946859540782285
Czechia,2011,104607.71428571429,108963.25,-4355.53571428571,-3.9972520223889343
Czechia,2012,105620.28571428571,108963.25,-3342.96428571429,-3.0679740974266916
Czechia,2013,107089.0,108963.25,-1874.25,-1.720075346504441
Czechia,2014,103278.85714285714,108963.25,-5684.392857142855,-5.216798193099835
Czechia,2015,110148.42857142857,108963.25,1185.1785714285652,1.0876865102945859
Czechia,2016,105851.42857142857,108963.25,-3111.821428571435,-2.8558449097025234
Czechia,2017,109120.42857142857,108963.25,157.1785714285652,0.14424915871045071
Czechia,2018,110765.42857142858,108963.25,1802.1785714285797,1.6539324693679562
Czechia,2019,110115.71428571429,108963.25,1152.4642857142899,1.0576632816241163
Czechia,2020,126598.57142857143,108963.25,17635.321428571435,16.184650722671577
Czechia,2021,138107.14285714287,108963.25,29143.89285714287,26.746534136181577
Czechia,2022,117194.85714285714,108963.25,8231.607142857145,7.5544801966324835
Czechia,2023,36994.142857142855,108963.25,-71969.10714285714,-66.04897260577043
Denmark,2007,54361.71428571429,52816.357142857145,1545.357142857145,2.9259063412443966
Denmark,2008,53209.71428571428,52816.357142857145,393.35714285713766,0.7447638650904856
Denmark,2009,54298.42857142857,52816.357142857145,1482.0714285714275,2.806084154124329
Denmark,2010,53706.28571428572,52816.357142857145,889.9285714285725,1.6849487915675494
Denmark,2011,51410.71428571429,52816.357142857145,-1405.642857142855,-2.661377901056081
Denmark,2012,50971.57142857143,52816.357142857145,-1844.7857142857174,-3.4928302784986855
Denmark,2013,51497.857142857145,52816.357142857145,-1318.5,-2.496385724660515
Denmark,2014,50206.57142857143,52816.357142857145,-2609.7857142857174,-4.941245204069633
Denmark,2015,52023.0,52816.357142857145,-793.3571428571449,-1.502105002643936
Denmark,2016,52005.42857142857,52816.357142857145,-810.9285714285725,-1.5353739169007456
Denmark,2017,52131.0,52816.357142857145,-685.3571428571449,-1.2976228955045082
Denmark,2018,54213.71428571428,52816.357142857145,1397.3571428571377,2.645690120349611
Denmark,2019,52915.28571428572,52816.357142857145,98.92857142857247,0.18730669205562867
Denmark,2020,53699.57142857143,52816.357142857145,883.2142857142826,1.6722362796157515
Denmark,2021,56471.142857142855,52816.357142857145,3654.78571428571,6.919798925927971
Denmark,2022,58084.71428571429,52816.357142857145,5268.357142857145,9.974858979023006
Denmark,2023,18918.0,52816.357142857145,-33898.357142857145,-64.18155089941023
Estonia,2000,17959.14285714286,15198.535714285714,2760.607142857145,18.163638884385023
Estonia,2001,18087.0,15198.535714285714,2888.4642857142862,19.004885339048176
Estonia,2002,17974.428571428572,15198.535714285714,2775.8928571428587,18.264212482875475
Estonia,2003,17745.14285714286,15198.535714285714,2546.607142857145,16.755608505518637
Estonia,2004,17488.428571428572,15198.535714285714,2289.8928571428587,15.066536014982656
Estonia,2005,17027.0,15198.535714285714,1828.4642857142862,12.030529256812809
Estonia,2006,16963.571428571428,15198.535714285714,1765.0357142857138,11.613195820086048
Estonia,2007,17069.714285714286,15198.535714285714,1871.1785714285725,12.311571368482403
Estonia,2008,16317.571428571428,15198.535714285714,1119.0357142857138,7.362786358648268
Estonia,2009,15881.0,15198.535714285714,682.4642857142862,4.490329190547025
Estonia,2010,15598.142857142857,15198.535714285714,399.6071428571431,2.629247648387182
Estonia,2011,14934.0,15198.535714285714,-264.53571428571377,-1.7405342149972123
Estonia,2012,15008.142857142857,15198.535714285714,-190.39285714285688,-1.2527052653098614
Estonia,2013,14954.42857142857,15198.535714285714,-244.10714285714312,-1.6061227702856733
Estonia,2014,15206.42857142857,15198.535714285714,7.892857142856883,0.051931694547640336
Estonia,2015,15098.571428571428,15198.535714285714,-99.96428571428623,-0.657723135922402
Estonia,2016,15108.714285714286,15198.535714285714,-89.82142857142753,-0.5909873836530237
Estonia,2017,15210.285714285714,15198.535714285714,11.75,0.07731007921345806
Estonia,2018,15402.0,15198.535714285714,203.46428571428623,1.3387097911217984
Estonia,2019,15073.142857142857,15198.535714285714,-125.39285714285688,-0.825032486682221
Estonia,2020,15534.714285714286,15198.535714285714,336.17857142857247,2.2119142116604347
