year,month,deaths,country,date,avg_deaths,excess_deaths,excess_deaths_prc,what_if_deaths,what_if_deaths_difference,what_if_deaths_sparkline
2022,9,6849.428571428572,Austria,2022-09-01,6075.464285714286,773.9642857142853,12.739179251438742,139835,-92527,143397.76626124987
2022,10,7967.857142857143,Austria,2022-10-01,6744.357142857143,1223.5,18.141091494476864,139835,-92527,144908.51905826034
2022,11,7531.857142857143,Austria,2022-11-01,6607.25,924.6071428571432,13.993827127127672,139835,-92527,143748.6536326438
2022,12,7758.714285714285,Austria,2022-12-01,6147.464285714286,1611.249999999999,26.209993667540022,139835,-92527,147165.14892900092
2020,1,30489.0,Poland,2020-01-01,29417.85714285714,1071.1428571428587,3.641131479907739,232362,0,234054.12118586866
2020,2,35080.42857142857,Poland,2020-02-01,35970.607142857145,-890.1785714285725,-2.4747387996350225,232362,0,231211.9294860784
2020,3,37105.57142857143,Poland,2020-03-01,37149.428571428565,-43.85714285713766,-0.1180560362397282,232362,0,232307.13652661451
2020,4,34415.57142857143,Poland,2020-04-01,32869.5,1546.0714285714275,4.70366579525526,232362,0,234547.9063830342
2020,5,33760.42857142857,Poland,2020-05-01,32383.14285714285,1377.2857142857174,4.253094643597649,232362,0,234338.51515515128
2020,6,32682.14285714285,Poland,2020-06-01,30868.214285714286,1813.9285714285688,5.876363804653415,232362,0,235092.88729275376
2020,7,33145.28571428572,Poland,2020-07-01,31511.5,1633.7857142857174,5.184728477811965,232362,0,234771.46775712268
2020,8,34982.857142857145,Poland,2020-08-01,31139.64285714286,3843.2142857142862,12.341870147148216,232362,0,238097.5632622633
2020,9,33394.142857142855,Poland,2020-09-01,30772.42857142857,2621.7142857142826,8.51968598977748,232362,0,236321.30255191334
2020,10,43125.28571428572,Poland,2020-10-01,33987.75,9137.535714285716,26.88479147423915,232362,0,244856.0078330743
2020,11,65161.0,Poland,2020-11-01,32635.821428571428,32525.17857142857,99.66097725658597,232362,0,278676.84799458965
2020,12,55289.57142857143,Poland,2020-12-01,29896.357142857145,25393.214285714283,84.9374864113879,232362,0,271834.4884350458
2021,1,6879.857142857143,Poland,2021-01-01,29417.85714285714,-22538.0,-76.61333009590871,232362,0,196757.94678450894
2021,1,43871.0,Poland,2021-01-01,29417.85714285714,14453.14285714286,49.13050868034479,232362,0,255194.12651596454
2021,2,39818.0,Poland,2021-02-01,35970.607142857145,3847.392857142855,10.69593527254891,232362,0,237332.65782360002
2021,3,51088.42857142857,Poland,2021-03-01,37149.428571428565,13939.000000000007,37.521438514724345,232362,0,249799.11299231675
2021,4,54398.57142857143,Poland,2021-04-01,32869.5,21529.071428571428,65.49862769002092,232362,0,262800.7842546173
2021,5,41003.28571428572,Poland,2021-05-01,32383.14285714285,8620.142857142862,26.61922869923507,232362,0,244732.5944380233
2021,6,35067.42857142857,Poland,2021-06-01,30868.214285714286,4199.214285714286,13.603683863428632,232362,0,238683.95837974802
2021,7,33909.42857142857,Poland,2021-07-01,31511.5,2397.9285714285725,7.609693513252534,232362,0,235898.40720825276
2021,8,33018.57142857143,Poland,2021-08-01,31139.64285714286,1878.9285714285688,6.033879643541183,232362,0,235166.08868346503
2021,9,33938.0,Poland,2021-09-01,30772.42857142857,3165.5714285714275,10.287038025690896,232362,0,237142.63345945117
2021,10,38854.28571428572,Poland,2021-10-01,33987.75,4866.535714285717,14.31849920717234,232362,0,239016.15022555395
2021,11,49281.57142857143,Poland,2021-11-01,32635.821428571428,16645.75,51.00453817726578,232362,0,256065.03299989167
2021,12,52844.857142857145,Poland,2021-12-01,29896.357142857145,22948.5,76.76018817390556,232362,0,268034.3016889301
2022,1,44450.71428571429,Poland,2022-01-01,29417.85714285714,15032.857142857149,51.10112905183929,232362,0,256109.92109748695
2022,2,41270.42857142857,Poland,2022-02-01,35970.607142857145,5299.821428571428,14.733755834376677,232362,0,239209.12994637486
2022,3,39806.42857142857,Poland,2022-03-01,37149.428571428565,2657.0000000000077,7.152196149911958,232362,0,235685.79720357168
2022,4,36659.28571428571,Poland,2022-04-01,32869.5,3789.78571428571,11.529794229561478,232362,0,237720.17209353874
2022,5,34516.0,Poland,2022-05-01,32383.14285714285,2132.857142857145,6.586319160762661,232362,0,235422.82058566625
2022,6,33074.71428571428,Poland,2022-06-01,30868.214285714286,2206.4999999999964,7.148129721974743,232362,0,235683.907436915
2022,7,33454.42857142857,Poland,2022-07-01,31511.5,1942.9285714285725,6.165776213219214,232362,0,235227.38418491208
2022,8,34831.28571428572,Poland,2022-08-01,31139.64285714286,3691.6428571428582,11.855122661742616,232362,0,237871.36002385567
2022,9,34615.857142857145,Poland,2022-09-01,30772.42857142857,3843.428571428573,12.489844805414869,232362,0,238166.3306373516
2022,10,37013.0,Poland,2022-10-01,33987.75,3025.25,8.901001095983112,232362,0,236498.50883332966
2022,11,33584.71428571428,Poland,2022-11-01,32635.821428571428,948.8928571428552,2.9075194544119403,232362,0,233713.19407093214
2022,12,34351.0,Poland,2022-12-01,29896.357142857145,4454.642857142855,14.900286465861814,232362,0,239286.52072756118
2020,1,9821.42857142857,Portugal,2020-01-01,9231.057142857142,590.3714285714286,6.395490997780786,144412,-87950,146259.17129194303
2020,2,10217.0,Portugal,2020-02-01,10343.64285714286,-126.6428571428587,-1.2243545034562442,144412,-87950,144058.37703489375
2020,3,10320.571428571428,Portugal,2020-03-01,10108.714285714286,211.8571428571413,2.095787227427522,144412,-87950,145017.31365017453
2020,4,10775.42857142857,Portugal,2020-04-01,9023.678571428572,1751.7499999999982,19.4128146978386,144412,-87950,150018.88679228854
2020,5,9450.57142857143,Portugal,2020-05-01,8685.642857142857,764.9285714285725,8.806815845525058,144412,-87950,146955.61977976793
2020,6,8758.142857142857,Portugal,2020-06-01,8241.571428571428,516.5714285714294,6.267875405175862,144412,-87950,146222.31284602452
2020,7,10188.142857142857,Portugal,2020-07-01,8256.678571428572,1931.4642857142844,23.392751322522443,144412,-87950,151168.38800797623
2020,8,9223.857142857143,Portugal,2020-08-01,8411.464285714286,812.3928571428569,9.658162117178506,144412,-87950,147201.50901533198
2020,9,8989.857142857143,Portugal,2020-09-01,7866.571428571428,1123.285714285715,14.279228562089136,144412,-87950,148536.18391021685
2020,10,9474.857142857143,Portugal,2020-10-01,8562.25,912.6071428571432,10.658496806997496,144412,-87950,147490.42968178424
2020,11,11161.142857142857,Portugal,2020-11-01,9024.035714285714,2137.107142857143,23.68238790848251,144412,-87950,151252.04200527957
2020,12,12691.0,Portugal,2020-12-01,8837.428571428572,3853.571428571428,43.60512107594321,144412,-87950,157006.20548963823
2021,1,1648.142857142857,Portugal,2021-01-01,9231.057142857142,-7582.914285714285,-82.14567593248877,144412,-87950,120686.35729447486
2021,1,18294.0,Portugal,2021-01-01,9231.057142857142,9062.942857142858,98.17881870827364,144412,-87950,172768.39913459844
2021,2,12747.0,Portugal,2021-02-01,10343.64285714286,2403.3571428571413,23.23511335464845,144412,-87950,151122.85837954297
