,Unnamed: 0.1,Unnamed: 0,location,date,weekly deaths,weekly cases,vacination rate,retail and recreation,grocery and pharmacy,residential,transit stations,workplaces,country,excess deaths,Government Response Index Average
0,0,0,Austria,2020-01-06,,,,,,,,,Austria,-228.5,0.0
1,1,1,Austria,2020-01-13,0.0,0.0,,,,,,,Austria,-188.5,0.0
2,2,2,Austria,2020-01-20,0.0,0.0,,,,,,,Austria,17.0,0.0
3,3,3,Austria,2020-01-27,0.0,0.0,,,,,,,Austria,37.0,0.0
4,4,4,Austria,2020-02-03,0.0,0.0,,,,,,,Austria,126.75,0.8914285714285715
5,5,5,Austria,2020-02-10,0.0,0.0,,,,,,,Austria,-139.75,2.08
6,6,6,Austria,2020-02-17,0.0,0.0,,11.0,9.0,-1.333,9.333,-1.0,Austria,-54.0,2.08
7,7,7,Austria,2020-02-24,0.0,0.0,,7.549285714285714,6.437285714285714,-0.4021428571428571,4.781142857142856,-2.5077142857142856,Austria,-54.75,2.9728571428571433
8,8,8,Austria,2020-03-02,0.0,3.0,,4.224428571428571,8.87742857142857,0.0817142857142857,2.612,0.3878571428571428,Austria,-38.5,11.459999999999999
9,9,9,Austria,2020-03-09,0.0,41.0,,1.244714285714286,5.224428571428571,0.0612857142857142,-0.5715714285714285,1.5305714285714287,Austria,3.25,12.129999999999999
10,10,10,Austria,2020-03-16,0.5714285714285714,320.85714285714283,,-8.163285714285715,10.020571428571428,1.734714285714286,-9.163285714285715,-2.571571428571428,Austria,15.0,31.77142857142857
11,11,11,Austria,2020-03-23,9.571428571428571,692.7142857142857,,-65.73485714285714,-20.734714285714286,17.591714285714286,-54.693714285714286,-40.97957142857143,Austria,254.0,66.14714285714285
12,12,12,Austria,2020-03-30,37.142857142857146,2290.0,,-82.24485714285713,-36.69385714285714,23.428714285714285,-71.32642857142856,-58.326428571428565,Austria,129.5,69.71714285714286
13,13,13,Austria,2020-04-06,91.0,4362.142857142857,,-79.653,-33.122571428571426,22.347,-68.69385714285714,-56.38785714285715,Austria,240.25,73.96000000000001
14,14,14,Austria,2020-04-13,138.28571428571428,2299.0,,-77.12257142857142,-29.183714285714284,20.449,-64.694,-55.87771428571428,Austria,251.75,75.52
15,15,15,Austria,2020-04-20,122.14285714285714,1285.142857142857,,-72.36742857142858,-33.061142857142855,19.734571428571428,-62.59171428571428,-54.91828571428572,Austria,190.0,73.43999999999998
16,16,16,Austria,2020-04-27,99.57142857142856,545.0,,-65.10185714285714,-24.06114285714286,16.489714285714285,-55.755,-45.53057142857143,Austria,129.0,72.32571428571428
17,17,17,Austria,2020-05-04,63.42857142857143,404.4285714285714,,-61.428714285714285,-21.408285714285714,14.938714285714283,-52.285714285714285,-44.46957142857144,Austria,4.0,68.67857142857143
18,18,18,Austria,2020-05-11,38.57142857142857,268.7142857142857,,-46.571571428571424,-13.040714285714284,11.714285714285714,-45.0,-37.48985714285714,Austria,79.0,64.6542857142857
19,19,19,Austria,2020-05-18,25.142857142857142,297.2857142857143,,-41.04085714285714,-11.183714285714286,9.959285714285716,-40.67342857142857,-30.22442857142857,Austria,16.5,61.98
20,20,20,Austria,2020-05-25,14.142857142857142,300.85714285714283,,-30.388,-14.244857142857144,8.571285714285715,-36.93871428571429,-31.142857142857142,Austria,48.5,61.98
21,21,21,Austria,2020-06-01,14.571428571428571,218.28571428571428,,-28.551,-12.653,7.795857142857143,-36.46942857142857,-27.244857142857143,Austria,-32.25,60.19142857142857
22,22,22,Austria,2020-06-08,14.571428571428571,193.1428571428572,,-25.346857142857143,-14.306142857142856,5.979571428571428,-31.87757142857143,-26.938714285714287,Austria,75.5,57.06714285714286
23,23,23,Austria,2020-06-15,13.571428571428571,212.28571428571428,,-20.530571428571427,-12.040714285714284,4.877571428571429,-28.836714285714287,-25.102,Austria,27.25,56.77
24,24,24,Austria,2020-06-22,17.571428571428573,208.0,,-18.245,-11.714428571428572,3.673428571428572,-26.36728571428572,-21.02028571428572,Austria,-33.0,56.77
25,25,25,Austria,2020-06-29,15.0,261.85714285714283,,-15.183428571428571,-9.387857142857143,2.122428571428572,-22.489714285714285,-18.08157142857143,Austria,25.5,56.77
26,26,26,Austria,2020-07-06,12.571428571428571,466.0,,-9.285857142857145,-4.122428571428571,0.8775714285714286,-16.449,-15.714428571428572,Austria,131.5,52.75
27,27,27,Austria,2020-07-13,7.285714285714286,648.7142857142857,,-5.714285714285714,-1.7144285714285714,0.3877142857142857,-15.489857142857144,-19.244857142857143,Austria,25.25,50.89142857142857
28,28,28,Austria,2020-07-20,8.0,685.4285714285714,,-5.714285714285714,-2.9182857142857146,1.3671428571428572,-18.26528571428572,-23.93885714285714,Austria,-29.5,50.0
29,29,29,Austria,2020-07-27,9.714285714285714,807.5714285714286,,-6.183714285714286,-3.898,1.4284285714285716,-17.77542857142857,-25.143,Austria,-8.0,50.0
30,30,30,Austria,2020-08-03,9.714285714285714,869.0,,-6.836714285714286,-4.041,0.6734285714285715,-16.551,-26.91842857142857,Austria,2.0,50.0
31,31,31,Austria,2020-08-10,13.571428571428571,742.0,,-3.979571428571429,-2.8161428571428573,1.3264285714285715,-16.734857142857145,-29.694,Austria,19.25,50.0
32,32,32,Austria,2020-08-17,11.571428571428571,1005.4285714285714,,-5.387857142857143,-4.796,0.6122857142857142,-15.714142857142855,-30.16314285714285,Austria,200.0,50.0
33,33,33,Austria,2020-08-24,10.714285714285714,1711.0,,-5.836857142857142,-6.510285714285715,1.2448571428571429,-16.755142857142857,-29.00014285714286,Austria,18.5,50.0
34,34,34,Austria,2020-08-31,12.571428571428571,1898.428571428572,,-6.959142857142857,-6.877571428571429,0.7754285714285715,-17.18342857142857,-25.673571428571428,Austria,73.5,50.0
35,35,35,Austria,2020-09-07,8.571428571428571,2028.2857142857144,,-7.102142857142858,-8.020428571428571,1.0611428571428572,-18.673571428571428,-25.387714285714285,Austria,143.0,49.70285714285715
36,36,36,Austria,2020-09-14,13.571428571428571,3040.0,,-3.8365714285714287,-6.938571428571429,-0.6734285714285715,-14.000142857142858,-23.02028571428572,Austria,142.0,49.182857142857145
37,37,37,Austria,2020-09-21,17.714285714285715,4682.285714285715,,-5.510142857142857,-5.938857142857144,-1.6735714285714285,-11.12257142857143,-18.97957142857143,Austria,145.5,50.89142857142857
38,38,38,Austria,2020-09-28,28.714285714285715,4872.285714285715,,-13.612285714285717,-8.653142857142857,1.0,-16.020285714285713,-18.653,Austria,43.25,51.04
39,39,39,Austria,2020-10-05,34.42857142857143,4999.0,,-18.387857142857143,-8.816285714285714,2.265285714285714,-19.26528571428572,-16.755142857142857,Austria,58.0,53.12
40,40,40,Austria,2020-10-12,55.285714285714285,6488.285714285715,,-18.81628571428572,-9.061142857142856,1.7144285714285714,-17.77542857142857,-15.449,Austria,73.5,53.12
41,41,41,Austria,2020-10-19,66.0,8339.285714285714,,-23.75528571428572,-12.142857142857142,3.4080000000000004,-22.796,-15.81614285714286,Austria,100.75,59.262857142857136
42,42,42,Austria,2020-10-26,90.0,12880.57142857143,,-24.081857142857142,-13.449,3.7754285714285714,-22.938714285714287,-17.0,Austria,260.25,66.25857142857141
43,43,43,Austria,2020-11-02,178.0,23724.0,,-27.02057142857143,-17.510285714285715,6.755142857142857,-30.69371428571429,-30.32657142857143,Austria,353.0,72.31714285714285
44,44,44,Austria,2020-11-09,319.85714285714283,38207.57142857143,,-38.40828571428572,-13.979714285714286,8.32642857142857,-36.26557142857143,-26.22457142857143,Austria,482.0,78.12
45,45,45,Austria,2020-11-16,492.7142857142857,47838.57142857143,,-45.63271428571428,-14.183571428571428,9.979571428571427,-38.693714285714286,-28.20428571428572,Austria,724.0,78.12
46,46,46,Austria,2020-11-23,685.4285714285714,45317.42857142857,,-57.18371428571429,-19.347,12.551,-46.32657142857143,-34.53071428571429,Austria,849.25,82.29
47,47,47,Austria,2020-11-30,806.5714285714286,36035.0,,-67.93857142857142,-22.22442857142857,14.46942857142857,-51.97971428571429,-38.26528571428571,Austria,867.0,82.29
48,48,48,Austria,2020-12-07,915.1428571428572,26835.28571428572,,-64.97957142857142,-17.571285714285715,13.714142857142855,-49.46928571428571,-36.489714285714285,Austria,917.5,81.39714285714287
49,49,49,Austria,2020-12-14,890.7142857142857,20270.14285714286,,-48.877428571428574,-15.632714285714286,12.877571428571429,-44.04071428571428,-37.91828571428572,Austria,848.5,76.04
50,50,50,Austria,2020-12-21,787.5714285714286,18077.714285714286,,-40.36742857142857,-6.408285714285715,8.938714285714285,-34.59171428571428,-25.49,Austria,572.25,76.04
51,51,51,Austria,2020-12-28,674.8571428571429,14034.857142857143,,-46.73457142857143,-13.040857142857144,12.040714285714284,-43.46942857142857,-41.97957142857143,Austria,340.0,79.43285714285716
52,52,52,Austria,2021-01-04,566.375,13987.875,,-70.5,-31.785625,18.60725,-60.3035,-61.875,Austria,,84.79
53,53,53,Austria,2021-01-04,566.375,13987.875,,-70.5,-31.785625,18.60725,-60.3035,-61.875,Austria,117.5,84.79
54,54,54,Austria,2021-01-11,475.8571428571428,14844.57142857143,3.3794946010884004e-05,-69.67342857142857,-30.97942857142857,18.02042857142857,-57.26542857142857,-54.04071428571428,Austria,74.5,84.79
55,55,55,Austria,2021-01-18,438.4285714285714,12731.857142857143,0.0046524375674983,-66.38771428571428,-23.673285714285715,13.326285714285714,-49.57128571428572,-36.36742857142857,Austria,229.0,84.79
56,56,56,Austria,2021-01-25,422.0,10570.57142857143,0.0572035786144229,-66.28571428571429,-22.12257142857143,12.26557142857143,-48.285714285714285,-34.53057142857143,Austria,204.0,84.79
57,57,57,Austria,2021-02-01,385.8571428571428,9838.42857142857,0.2560530409424644,-65.898,-22.204,12.347142857142856,-47.95914285714286,-33.81614285714286,Austria,45.75,84.79
58,58,58,Austria,2021-02-08,347.7142857142857,9348.142857142857,1.1560462481583162,-63.408142857142856,-19.285857142857143,11.46942857142857,-46.204142857142855,-33.73457142857143,Austria,-71.75,84.12
59,59,59,Austria,2021-02-15,274.42857142857144,9166.42857142857,2.1564217100084973,-49.12242857142856,-13.285714285714286,10.163285714285715,-41.73471428571429,-31.89785714285714,Austria,-53.0,82.30571428571429
60,60,60,Austria,2021-02-22,233.8571428571429,10315.0,2.6054664226371167,-45.755,-9.102,9.224571428571428,-36.755,-27.53042857142857,Austria,-111.75,82.4
61,61,61,Austria,2021-03-01,223.1428571428572,12787.714285714286,2.847404441129035,-43.551,-7.898000000000001,8.020428571428571,-33.53057142857143,-25.653,Austria,-220.5,82.4
62,62,62,Austria,2021-03-08,202.57142857142856,15073.142857142857,3.018868732206257,-41.75514285714286,-4.183714285714286,7.673571428571429,-31.99985714285714,-24.795714285714286,Austria,16.25,82.4
63,63,63,Austria,2021-03-15,198.42857142857144,17195.714285714286,3.368319738940801,-43.48985714285714,-4.959142857142857,8.551142857142858,-33.61214285714286,-25.12242857142857,Austria,-8.0,82.17571428571429
64,64,64,Austria,2021-03-22,230.7142857142857,19412.571428571428,3.911044041911591,-46.28557142857143,-7.040857142857143,9.408142857142858,-35.877428571428574,-25.30628571428572,Austria,75.0,80.83
65,65,65,Austria,2021-03-29,233.1428571428572,21604.714285714286,4.968668142304209,-44.14271428571429,-5.061285714285715,8.551,-34.265142857142855,-24.694,Austria,142.5,80.83
66,66,66,Austria,2021-04-05,233.7142857142857,21756.42857142857,5.888791872360544,-39.36728571428572,-1.041,7.979714285714286,-33.449,-31.97957142857143,Austria,81.25,81.58
67,67,67,Austria,2021-04-12,265.57142857142856,19265.0,7.45504117519897,-53.55114285714286,-14.224428571428572,11.081714285714286,-41.898,-35.30614285714286,Austria,151.75,83.96
68,68,68,Austria,2021-04-19,254.42857142857144,17586.14285714286,8.566647069352975,-49.22457142857143,-4.734857142857143,9.387857142857143,-36.63257142857143,-25.387714285714285,Austria,188.0,83.96
69,69,69,Austria,2021-04-26,234.7142857142857,16087.285714285714,9.249090944114762,-47.69385714285714,-3.7958571428571433,8.428571428571429,-34.10214285714286,-23.95914285714285,Austria,240.0,83.81142857142856
70,70,70,Austria,2021-05-03,185.57142857142856,14189.57142857143,10.034722054029782,-45.204142857142855,-0.4285714285714285,7.0,-29.653,-23.32642857142857,Austria,189.0,82.77142857142857
71,71,71,Austria,2021-05-10,181.7142857142857,10912.142857142857,11.443216548889405,-38.40828571428572,3.204,6.469571428571428,-27.306142857142856,-22.77557142857143,Austria,164.0,82.23714285714286
72,72,72,Austria,2021-05-17,134.57142857142858,7333.142857142857,12.720665508100817,-36.36714285714286,3.632571428571429,7.081571428571428,-26.306,-26.59171428571429,Austria,56.5,82.14142857142858
73,73,73,Austria,2021-05-24,88.85714285714286,4925.714285714285,14.908201098403334,-31.26542857142857,5.612428571428572,5.591714285714287,-22.63271428571429,-20.95928571428572,Austria,57.5,78.72714285714287
74,74,74,Austria,2021-05-31,72.0,3587.285714285714,17.70967820790358,-24.938714285714287,2.9385714285714286,4.9797142857142855,-20.510285714285715,-20.755142857142857,Austria,159.75,78.16857142857144
75,75,75,Austria,2021-06-07,64.57142857142857,2828.0,21.01644608517656,-15.32642857142857,9.265571428571429,2.734714285714286,-13.755,-19.204,Austria,149.5,77.68857142857144
76,76,76,Austria,2021-06-14,41.285714285714285,2180.0,25.1058823820976,-14.877571428571429,10.102142857142857,1.8571428571428568,-12.734714285714286,-13.224571428571428,Austria,168.25,73.76
77,77,77,Austria,2021-06-21,33.42857142857143,1286.0,29.143105487431832,-13.428571428571429,11.938714285714283,-0.3264285714285714,-10.469142857142856,-8.53057142857143,Austria,213.0,71.78999999999999
78,78,78,Austria,2021-06-28,30.571428571428573,850.5714285714286,33.807100926465914,-14.408428571428573,10.326571428571429,-0.2448571428571428,-10.694,-9.551,Austria,96.5,71.10857142857142
79,79,79,Austria,2021-07-05,19.0,651.8571428571429,38.88185140429829,-9.428857142857142,13.265142857142855,-0.4287142857142857,-6.918428571428572,-9.428714285714287,Austria,46.5,69.00142857142858
80,80,80,Austria,2021-07-12,19.285714285714285,766.4285714285714,43.09306215667855,-4.673428571428572,16.0,-0.3675714285714285,-4.061142857142857,-13.122285714285711,Austria,101.25,67.7642857142857
81,81,81,Austria,2021-07-19,13.142857142857142,1570.0,46.8558928303684,-6.755142857142857,12.836714285714285,0.4898571428571429,-8.775571428571428,-19.184,Austria,105.5,67.17
82,82,82,Austria,2021-07-26,13.428571428571429,2414.1428571428573,50.21879411296547,-6.101999999999999,10.061285714285717,0.6531428571428571,-8.081714285714286,-21.530571428571427,Austria,77.0,66.63857142857144
83,83,83,Austria,2021-08-02,14.714285714285714,2846.428571428572,53.21095357284113,-3.959285714285714,9.081571428571428,0.7144285714285713,-6.326428571428571,-23.040857142857146,Austria,-65.0,66.16857142857143
84,84,84,Austria,2021-08-09,19.0,3378.1428571428573,55.759790930946,-1.0204285714285717,10.673428571428571,1.898,-5.979428571428572,-26.571571428571428,Austria,213.25,65.75714285714285
85,85,85,Austria,2021-08-16,16.571428571428573,4560.714285714285,57.50244985196124,0.9592857142857144,12.122285714285711,0.5307142857142857,-4.0,-24.734571428571428,Austria,218.0,68.35857142857142
86,86,86,Austria,2021-08-23,13.571428571428571,6893.142857142857,58.85279450971813,0.8981428571428571,13.081857142857144,0.6121428571428572,-3.265571428571428,-21.857142857142858,Austria,118.5,68.5942857142857
87,87,87,Austria,2021-08-30,22.857142857142858,8787.42857142857,59.57793266627367,-1.061,11.53057142857143,1.5511428571428572,-4.673428571428572,-20.489714285714285,Austria,127.5,68.42571428571429
88,88,88,Austria,2021-09-06,35.0,10080.714285714286,60.17196896227098,-0.755,12.040857142857144,1.2041428571428572,-3.775571428571429,-18.408,Austria,252.0,68.31285714285714
89,89,89,Austria,2021-09-13,51.42857142857143,12798.714285714286,60.702515819695854,3.653,15.204,-0.7141428571428571,1.4081428571428571,-15.795857142857145,Austria,160.0,65.76714285714286
90,90,90,Austria,2021-09-20,63.71428571428572,14246.857142857143,61.24813522304158,-0.4694285714285714,13.979571428571427,-0.3672857142857142,1.0202857142857142,-16.244857142857143,Austria,162.5,66.97428571428571
91,91,91,Austria,2021-09-27,82.28571428571429,12512.57142857143,61.78951899315393,-6.183857142857143,8.959285714285715,0.5305714285714286,-4.530571428571428,-15.408142857142858,Austria,187.25,70.98428571428572
92,92,92,Austria,2021-10-04,76.14285714285714,12314.57142857143,62.275918386106575,-6.918285714285714,8.285714285714286,0.4694285714285713,-6.244857142857143,-13.101857142857142,Austria,85.0,67.44571428571429
93,93,93,Austria,2021-10-11,77.28571428571429,12664.142857142857,62.77917019213666,-9.42842857142857,6.306,1.2448571428571429,-10.755142857142856,-14.040571428571427,Austria,85.5,66.71571428571428
94,94,94,Austria,2021-10-18,83.42857142857143,13424.857142857143,63.24556297705086,-11.285857142857145,5.3061428571428575,2.0,-13.265142857142855,-13.755142857142856,Austria,209.75,67.32571428571428
95,95,95,Austria,2021-10-25,104.85714285714286,19106.28571428572,63.70292124639816,-10.469285714285714,5.734428571428571,1.5512857142857144,-12.265285714285714,-13.898,Austria,375.25,71.28571428571429
96,96,96,Austria,2021-11-01,130.14285714285714,27199.85714285714,64.08660653344174,-14.734714285714286,-4.959142857142857,4.836571428571429,-19.489714285714285,-31.530571428571427,Austria,410.0,71.00714285714285
97,97,97,Austria,2021-11-08,166.71428571428572,43365.142857142855,64.51437169506549,-15.530714285714286,3.224571428571429,4.551142857142858,-16.816285714285716,-23.87757142857143,Austria,530.0,67.8
98,98,98,Austria,2021-11-15,251.7142857142857,66440.57142857143,65.0512269424124,-17.02057142857143,8.163142857142857,3.959142857142857,-16.714428571428574,-13.959142857142856,Austria,552.0,63.37571428571429
99,99,99,Austria,2021-11-22,367.7142857142857,88328.85714285714,65.6908300906144,-20.99985714285714,7.6734285714285715,5.449,-19.939,-16.816285714285716,Austria,600.25,66.38857142857142
100,100,100,Austria,2021-11-29,437.57142857142856,93731.57142857143,66.4338908335377,-45.041,1.7959999999999998,9.224571428571428,-30.877714285714287,-23.02042857142857,Austria,640.0,66.95571428571428
101,101,101,Austria,2021-12-06,486.0,69099.0,67.48845085882533,-56.38785714285715,0.6122857142857142,10.857142857142858,-36.61214285714285,-27.285571428571423,Austria,493.5,67.72
102,102,102,Austria,2021-12-13,461.57142857142856,39103.42857142857,68.63658908961709,-56.08171428571429,-2.4491428571428573,11.734857142857145,-36.83685714285714,-31.775714285714287,Austria,300.5,67.56857142857143
103,103,103,Austria,2021-12-20,346.85714285714283,24646.571428571428,69.84625665211269,-31.408,12.32642857142857,6.959142857142857,-23.489857142857144,-17.755,Austria,173.25,67.40285714285714
104,104,104,Austria,2021-12-27,230.28571428571428,16323.42857142857,70.54645413851219,-17.939,17.87757142857143,5.898142857142857,-22.0,-23.285714285714285,Austria,81.0,63.83
105,105,105,Austria,2022-01-03,158.28571428571428,17432.571428571428,71.13836135291082,-31.08157142857143,-4.489714285714285,11.265285714285714,-36.71414285714286,-50.53071428571429,Austria,-79.5,67.29142857142857
106,106,106,Austria,2022-01-10,107.0,38162.28571428572,71.90103442950245,-30.0,-5.591857142857143,11.857142857142858,-34.551,-45.16314285714286,Austria,-200.5,71.63571428571429
107,107,107,Austria,2022-01-17,76.57142857142857,83932.71428571429,72.63377644891044,-29.653,2.448857142857143,8.204142857142857,-27.97957142857143,-21.101857142857146,Austria,42.0,71.51142857142857
108,108,108,Austria,2022-01-24,68.85714285714286,137986.2857142857,73.07449633983836,-27.244714285714284,4.020428571428572,7.122285714285715,-27.408142857142856,-16.510142857142856,Austria,30.0,71.02857142857142
109,109,109,Austria,2022-01-31,96.0,202962.2857142857,73.44700676473434,-26.63271428571429,2.306,7.734428571428571,-30.081714285714288,-17.408285714285714,Austria,-22.25,70.38714285714286
110,110,110,Austria,2022-02-07,120.14285714285714,231463.57142857145,73.8176021426897,-24.06128571428572,5.204,7.510142857142857,-27.979714285714287,-17.040857142857142,Austria,43.25,70.80857142857143
111,111,111,Austria,2022-02-14,157.57142857142858,227600.8571428572,74.09723279096575,-19.346857142857143,5.836714285714286,6.673428571428572,-25.714285714285715,-19.22457142857143,Austria,148.0,69.57142857142857
112,112,112,Austria,2022-02-21,199.8571428571429,207532.4285714285,74.29034837745395,-15.938857142857144,7.918428571428572,6.061285714285715,-22.653,-17.571428571428573,Austria,74.25,67.93428571428572
113,113,113,Austria,2022-02-28,198.7142857142857,188467.7142857143,74.42543804164146,-16.20414285714286,7.265285714285715,5.734571428571429,-22.612285714285715,-16.204,Austria,157.5,67.51
114,114,114,Austria,2022-03-07,228.28571428571428,197764.57142857145,74.5246149432014,-13.959142857142856,10.551142857142858,4.857,-19.22442857142857,-13.387857142857143,Austria,117.25,64.48714285714286
115,115,115,Austria,2022-03-14,204.8571428571429,252777.2857142857,74.59899761937136,-15.918428571428572,8.469285714285714,4.6731428571428575,-18.285571428571423,-13.653,Austria,219.0,60.46
116,116,116,Austria,2022-03-21,207.8571428571429,314318.4285714286,74.65092918640808,-18.245,7.285857142857144,5.204285714285715,-17.591714285714286,-14.224428571428572,Austria,426.0,60.9
117,117,117,Austria,2022-03-28,268.1428571428572,290413.0,74.70357044731102,-17.918285714285712,5.632571428571429,4.367285714285714,-16.22457142857143,-13.938857142857144,Austria,326.5,63.54
118,118,118,Austria,2022-04-04,285.42857142857144,203394.8571428572,74.74525088072446,-18.755,5.0,3.897857142857143,-16.91842857142857,-12.734571428571428,Austria,383.25,63.54
119,119,119,Austria,2022-04-11,258.42857142857144,121849.42857142857,74.7770631899027,-18.87757142857143,5.163285714285714,3.2448571428571427,-17.79585714285714,-11.857142857142858,Austria,270.75,63.54
120,120,120,Austria,2022-04-18,197.1428571428572,78816.57142857143,74.80089989182238,-13.673285714285711,6.9592857142857145,3.102,-14.265285714285714,-21.20414285714286,Austria,154.0,62.87142857142857
121,121,121,Austria,2022-04-25,141.71428571428572,55930.0,74.82855542264129,-21.510428571428573,-4.387857142857143,4.081571428571428,-15.693857142857144,-23.0,Austria,236.0,61.98
122,122,122,Austria,2022-05-02,114.42857142857144,45394.57142857143,74.86026634698149,-14.795857142857145,5.102142857142858,1.5918571428571426,-8.449142857142858,-9.530714285714286,Austria,182.0,61.98
123,123,123,Austria,2022-05-09,83.14285714285714,38572.857142857145,74.89126757745548,-10.32642857142857,8.775571428571428,0.3062857142857142,-5.775428571428571,-9.265285714285714,Austria,137.0,61.98
124,124,124,Austria,2022-05-16,66.57142857142857,33864.42857142857,74.91905828805842,-8.428285714285716,8.061285714285715,-0.3877142857142857,-4.510142857142857,-8.367571428571429,Austria,137.5,61.75714285714285
125,125,125,Austria,2022-05-23,39.0,25306.571428571428,74.94087855819946,-8.203999999999999,9.347,-1.224714285714286,-2.4285714285714284,-7.592,Austria,102.5,60.42
